Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
25029.*A,SPS,TX,15R/33L,13101,300,CONC,,75 /R/C/W/T,HIGH,MILITARY,2018-07-27,,,,,15R,158,,Y,PIR,G,034-00-13.5900N,122413.5900N,098-29-58.2100W,0354598.2100W,998.3,55,3,,,,,,,998.3,P4L,,,MALSR,,,,,,D,50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,,33L,338,ILS/DME,N,PIR,G,033-58-13.2200N,122293.2200N,098-29-00.5600W,0354540.5600W,1000.2,56,3,,,,,,,1000.2,P4L,,N,MALSR,,,,,,PIR,50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,
25029.*A,SPS,TX,18/36,7021,150,ASPH,,33 /F/A/W/T,HIGH,MILITARY,2018-07-27,,,,,18,180,,Y,NPI,G,033-58-56.7200N,122336.7200N,098-29-44.7900W,0354584.7900W,1001.4,,,,,,,,,1014.3,,,,,,,,,,B(V),50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,,36,0,,N,NPI,G,033-57-47.2700N,122267.2700N,098-29-45.5100W,0354585.5100W,1014.4,,,,,,,,,1014.4,,,,,Y,,,,,B(V),50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,
25029.*A,SPS,TX,15L/33R,6000,150,ASPH-CONC,,27 /R/C/W/T,HIGH,MILITARY,2018-07-27,,,,,15L,158,,,NPI,G,034-00-40.2300N,122440.2300N,098-29-35.8000W,0354575.8000W,1019.1,40,3,,,,,,,1019.1,P4L,,,,Y,,,,,,,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,,33R,338,,,NPI,G,033-59-45.1000N,122385.1000N,098-29-09.3900W,0354549.3900W,999.7,40,3,,,,,,,1009.4,P4L,,,,Y,,,,,,,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,
25029.*A,SPS,TX,15C/33C,10003,150,ASPH-CONC,,27 /F/B/W/T,HIGH,MILITARY,2018-07-27,,,,,15C,158,LOC/GS,N,PIR,G,034-00-22.5600N,122422.5605N,098-29-49.7200W,0354589.7174W,1003.1,46,3,,,,,,,1003.1,P4L,,,ALSF1,,,,,,PIR,50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,,33C,338,,,PIR,G,033-58-50.6500N,122330.6500N,098-29-05.7000W,0354545.7000W,989.4,48,3,,,,,,,989.4,P4L,,,ALSF1,,,,,,PIR,50,,,,,,MILITARY,2018-07-27,MILITARY,2018-07-27,,,,,MILITARY,2018-07-27,,,,,,,,,,,,,
25385.*A,BTV,VT,15/33,8319,150,ASPH-CONC-G,GRVD,39 /F/A/X/T,HIGH,3RD PARTY SURVEY,2018-06-18,100,175,355,,15,131,ILS/DME,N,PIR,G,044-28-50.4300N,160130.4283N,073-09-57.1600W,0263397.1639W,305.5,51,3,,,,,,,325.9,P4R,TR,N,MALSR,,,,TREES,,PIR,33,51,1930,705R,,,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,,,,,3RD PARTY SURVEY,2018-06-18,7820,7820,7820,7820,3600,,TXY A,044-28-27.2000N,160107.1987N,073-09-19.6000W,0263359.6016W,FAA-EST,2012-01-10,33,311,ILS/DME,,PIR,G,044-27-56.7300N,160076.7291N,073-08-30.3500W,0263310.3457W,334.6,53,3.2,044-27-59.9600N,160079.9566N,073-08-35.5600W,0263315.5625W,334.2,500,334.3,P4R,TR,N,MALSF,N,,,TREES,,PIR,23,75,1975,800L,,,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,8320,8320,8320,7820,2900,01/19,,044-28-18.6800N,160098.6796N,073-09-05.8300W,0263345.8286W,FAA-EST,2007-07-16
25385.*A,BTV,VT,01/19,4112,75,ASPH-G,,23 /F/A/X/T,MED,3RD PARTY SURVEY,2018-06-18,30,40,60,,01,351,,,NPI,G,044-27-49.7700N,160069.7731N,073-09-03.6100W,0263343.6111W,333.7,27,4,044-27-51.9700N,160071.9666N,073-09-04.0700W,0263344.0734W,333,225,333.6,P4L,,,,,,,TREE,,C,17,63,1290,25L,,,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3611,3611,3611,3386,2600,15/33,,044-28-17.3500N,160097.3549N,073-09-09.4200W,0263349.4228W,FAA-EST,2007-07-16,19,171,,,BSC,G,044-28-29.9200N,160109.9208N,073-09-12.0700W,0263352.0677W,326.8,47,3.5,044-28-25.0400N,160105.0387N,073-09-11.0400W,0263351.0392W,329.4,500,333.6,P4R,,,,,,,,,B(V),20,,,,,,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,3RD PARTY SURVEY,2018-06-18,4111,4111,4111,3386,,,,,,,,,
25905.*A,ORF,VA,14/32,4876,150,ASPH-F,GRVD,27 /F/A/W/T,MED,3RD PARTY SURVEY,2017-09-17,75,100,,,14,128,,Y,NPI,G,036-53-48.5800N,132828.5846N,076-12-43.7900W,0274363.7860W,17.7,36,3,036-53-45.0900N,132825.0855N,076-12-38.2000W,0274358.2048W,19.3,575,24.3,P2L,,,,Y,,,TREE,,C,16,61,1226,74B,,,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,4875,4875,4875,4300,,,,,,,,,,32,308,,N,NPI,G,036-53-18.9100N,132798.9121N,076-11-56.4800W,0274316.4808W,21.7,34,3,,,,,,,24.3,P2L,,,,Y,,,TREE,,C,23,103,2590,430L,,,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,,,,,3RD PARTY SURVEY,2017-09-17,4875,4875,3900,3900,,,,,,,,,
25905.*A,ORF,VA,05/23,9001,150,ASPH-CONC-F,GRVD,53 /R/C/W/T,HIGH,3RD PARTY SURVEY,2017-09-17,150,200,350,475,05,38,ILS/DME,Y,PIR,G,036-53-09.1000N,132789.1041N,076-12-29.8600W,0274349.8627W,17.7,71,3,036-53-16.9200N,132796.9227N,076-12-22.3200W,0274342.3172W,20.6,1001,26.1,P4L,T,Y,MALSR,N,Y,,TREES,,PIR,46,41,2100,380L,,,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,9001,9001,8809,7809,,,,,,,,,,23,218,ILS/DME,N,PIR,G,036-54-19.4400N,132859.4374N,076-11-21.9600W,0274281.9620W,15,55,3,,,,,,,25.8,P4L,R,,MALSR,N,Y,,POLE,L,PIR,26,49,1500,150R,,,3RD PARTY SURVEY,2017-09-17,3RD PARTY SURVEY,2017-09-17,,,,,3RD PARTY SURVEY,2017-09-17,9001,9001,8995,8995,,,,,,,,,
26047.8*A,WAL,VA,10/28,8005,200,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2009-08-20,57,115,225,,10,90,,N,NPI,G,037-56-34.5700N,136594.5677N,075-29-06.2700W,0271746.2695W,19.4,69,3,,,,,,,37.9,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,,28,270,,N,NPI,G,037-56-34.0700N,136594.0744N,075-27-26.3400W,0271646.3384W,35.2,61,3,,,,,,,40.2,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,
26047.8*A,WAL,VA,04/22,8748,150,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2009-08-20,57,115,225,,04,32,,N,NPI,G,037-55-37.4500N,136537.4514N,075-28-15.4100W,0271695.4100W,34,57,3,,,,,,,36.7,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,,22,212,,N,NPI,G,037-56-50.6400N,136610.6385N,075-27-17.2300W,0271637.2304W,31.3,60,3,,,,,,,36,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,
26047.8*A,WAL,VA,17/35,4808,150,ASPH-G,,,HIGH,3RD PARTY SURVEY,2009-08-20,15,40,75,,17,158,,N,NPI,F,037-56-49.8500N,136609.8468N,075-28-04.5400W,0271684.5384W,30.7,63,3,,,,,,,39.2,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,,35,338,,N,NPI,F,037-56-05.8700N,136565.8679N,075-27-41.7800W,0271661.7753W,34.6,59,3,,,,,,,39.1,P4L,,,,Y,,,,,C,,,,,,,3RD PARTY SURVEY,2009-08-20,3RD PARTY SURVEY,2009-08-20,,,,,3RD PARTY SURVEY,2009-08-20,,,,,,,,,,,,,
26210.*A,PAE,WA,16L/34R,3004,75,ASPH-G,,4  /F/B/Y/T,MED,3RD PARTY SURVEY,2020-10-21,12,,,,16L,180,,,BSC,G,047-54-23.1300N,172463.1290N,122-16-18.0900W,0440178.0936W,602.9,24,3.25,,,,,,,606.9,P2L,,,,Y,,,POLE,,A(V),22,9,400,100L,,,3RD PARTY SURVEY,2020-10-21,3RD PARTY SURVEY,2020-10-21,,,,,3RD PARTY SURVEY,2020-10-21,3004,3004,3004,3004,,,,,,,,,,34R,360,,Y,BSC,G,047-53-53.4900N,172433.4898N,122-16-17.7600W,0440177.7647W,599.8,22,3,,,,,,,606.9,P2L,,,,Y,,,POLE,,A(V),20,25,690,125L,,,3RD PARTY SURVEY,2020-10-21,3RD PARTY SURVEY,2020-10-21,,,,,3RD PARTY SURVEY,2020-10-21,3004,3004,3004,3004,,,,,,,,,
26210.*A,PAE,WA,16R/34L,9010,150,ASPH-CONC-G,GRVD,83 /F/A/W/T,HIGH,3RD PARTY SURVEY,2020-10-21,100,200,350,830,16R,179,ILS,Y,PIR,G,047-55-16.8100N,172516.8088N,122-17-09.0600W,0440229.0632W,562.7,74,3,,,,,,,569.8,P4R,TR,N,MALSR,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2020-10-21,3RD PARTY SURVEY,2020-10-21,,,,,3RD PARTY SURVEY,2020-10-21,9010,9010,9010,9010,,,,,,,,,,34L,359,,,NPI,G,047-53-47.9000N,172427.9040N,122-17-07.0900W,0440227.0916W,577.6,75,3,,,,,,,583.4,P4L,TR,,MALSF,,Y,,TREES,,C,30,125,4000,930R,,,3RD PARTY SURVEY,2020-10-21,3RD PARTY SURVEY,2020-10-21,,,,,3RD PARTY SURVEY,2020-10-21,9010,9010,9010,9010,,,,,,,,,
26381.*A,RNT,WA,16/34,5382,200,ASPH-CONC-G,GRVD,,MED,3RD PARTY SURVEY,2015-04-20,100,130,340,,16,174,,N,NPI,G,047-30-01.7100N,171001.7072N,122-13-00.6700W,0439980.6706W,24.1,50,3,047-29-58.7300N,170998.7260N,122-13-00.2200W,0439980.2166W,24,304,26.1,P2L,,,,Y,,,TREES,,C,33,290,10000,0B,,,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,5382,5382,5042,4742,,,,,,,,,,34,354,,Y,NPI,G,047-29-08.8600N,170948.8629N,122-12-52.6700W,0439972.6726W,32,59,3.75,047-29-12.2000N,170952.1981N,122-12-53.1800W,0439973.1777W,30.4,340,30.4,P2L,,,,Y,,,ROAD,,B(V),0,15,200,0B,,,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,3RD PARTY SURVEY,2015-04-20,5382,5382,5082,4742,,,,,,,,,
26416.*A,GEG,WA,08/26,8199,150,ASPH-G,GRVD,40 /R/B/X/T,MED,NGS,2012-03-01,150,180,280,,08,90,,Y,NPI,G,047-37-01.0700N,171421.0687N,117-33-11.7600W,0423191.7639W,2376.2,45,3,,,,,,,2376.2,P4R,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2012-03-01,3RD PARTY SURVEY,2012-03-01,,,,,3RD PARTY SURVEY,2012-03-01,8199,8199,8199,8199,,,,,,,,,,26,270,,N,NPI,G,047-37-00.3600N,171420.3642N,117-31-12.1000W,0423072.1045W,2371.5,48,3,,,,,,,2371.5,P4L,,,,Y,,,,,C,34,,,,,,3RD PARTY SURVEY,2012-03-01,3RD PARTY SURVEY,2012-03-01,,,,,3RD PARTY SURVEY,2012-03-01,8199,8199,8199,8199,,,,,,,,,
26416.*A,GEG,WA,03/21,11002,150,ASPH-CONC-E,GRVD,88 /R/B/W/T,HIGH,NGS,2012-03-01,200,200,400,,03,45,ILS/DME,Y,PIR,G,047-36-36.2900N,171396.2909N,117-33-00.2900W,0423180.2876W,2385,69,3,,,,,,,2385,P4L,TMR,N,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2012-03-01,3RD PARTY SURVEY,2012-03-01,,,,,3RD PARTY SURVEY,2012-03-01,11002,11002,11002,11002,,,,,,,,,,21,225,ILS/DME,N,PIR,G,047-37-52.3800N,171472.3811N,117-31-05.7600W,0423065.7573W,2322.4,73,3,,,,,,,2346.1,P4L,TMR,N,ALSF2,,Y,Y,GND,,PIR,13,9,325,500L,,,3RD PARTY SURVEY,2012-03-01,3RD PARTY SURVEY,2012-03-01,,,,,3RD PARTY SURVEY,2012-03-01,11002,11002,11002,11002,,,,,,,,,
26432.*A,TCM,WA,162/342,3000,60,ASPH,,,,MILITARY,2006-10-31,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26432.*A,TCM,WA,16/34,10108,150,ASPH-CONC,GRVD,60 /F/A/W/T,HIGH,FAA-EST,2006-02-27,,,,,16,180,LOC/GS,N,PIR,G,047-09-05.5200N,169745.5200N,122-28-35.6300W,0440915.6300W,281.7,68,3,,,,,,,286,P4L,T,,ALSF1,N,Y,N,,,,,,,,,,MILITARY,2011-12-21,MILITARY,2011-12-21,,,,,MILITARY,2011-12-21,,,,,,,,,,,,,,34,360,ILS,Y,PIR,G,047-07-25.7600N,169645.7593N,122-28-34.9900W,0440914.9907W,321.4,59,3,,,,,,,321.5,P4L,T,,ALSF2,N,Y,Y,,,,,,,,,,MILITARY,2003-01-07,MILITARY,2000-08-02,,,,,MILITARY,2011-12-21,,,,,,,,,,,,,
26440.*A,2S0,WA,10/28,2701,60,ASPH-CONC-F,,,MED,STATE,2002-06-13,,,,,10,,,N,BSC,F,048-21-08.4400N,174068.4360N,120-05-55.8200W,0432355.8210W,,,,,,,,,,,,,,,,,,TREES,,A(V),3,30,290,0B,,,STATE,2002-06-13,,,,,,,,,,,,,,,,,,,,,,28,,,N,BSC,F,048-20-55.7800N,174055.7780N,120-05-20.6300W,0432320.6250W,,,4,048-20-56.7200N,174056.7153N,120-05-23.2300W,0432323.2306W,,200,,P2L,,,,,,,TREES,,A(V),4,38,380,0B,,,STATE,2002-06-13,,,FAA-EST,2011-01-24,,,,,,,,,,,,,,,,,
26744.*A,MRB,WV,08/26,8815,150,ASPH-CONC-G,GRVD,56 /R/B/W/T,HIGH,3RD PARTY SURVEY,2009-09-29,120,195,339,830,08,71,,N,PIR,G,039-23-54.0500N,141834.0499N,077-59-51.7700W,0280791.7702W,564.8,,,,,,,,,564.8,,,N,,N,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2009-09-29,3RD PARTY SURVEY,2009-09-29,,,,,3RD PARTY SURVEY,2009-09-29,8815,8215,8215,8215,,,,,,,,,,26,251,ILS,N,PIR,G,039-24-22.9200N,141862.9191N,077-58-05.8200W,0280685.8232W,549.6,53,3,039-24-19.6500N,141859.6455N,077-58-17.8400W,0280697.8432W,547.5,1000,547.5,V4L,,N,MALSR,,N,N,TREE,,PIR,8,64,768,230L,,,3RD PARTY SURVEY,2009-09-29,3RD PARTY SURVEY,2009-09-29,3RD PARTY SURVEY,2009-09-29,3RD PARTY SURVEY,2009-09-29,3RD PARTY SURVEY,2009-09-29,8815,8815,8815,7815,,,,,,,,,
27170.*A,EAU,WI,14/32,5000,100,ASPH-CONC-F,,21 /R/B/W/T,MED,3RD PARTY SURVEY,2016-07-21,40,60,,,14,139,,N,NPI,G,044-52-07.6900N,161527.6876N,091-29-41.1500W,0329381.1515W,882.8,43,3,,,,,,,886.8,P4L,,N,,Y,N,N,,,A(NP),20,,,,,,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,,,,,3RD PARTY SURVEY,2016-07-21,5000,5000,5000,5000,,,,,,,,,,32,319,,N,NPI,G,044-51-30.4500N,161490.4505N,091-28-55.5700W,0329335.5739W,887.6,70,4,,,,,,,887.6,P4L,,N,,,N,N,,,A(NP),20,,,,,,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,,,,,3RD PARTY SURVEY,2016-07-21,5000,5000,5000,5000,,,,,,,,,
27170.*A,EAU,WI,04/22,8101,150,CONC-G,GRVD,54 /R/B/W/T,HIGH,3RD PARTY SURVEY,2016-07-21,100,180,320,,04,45,,N,PIR,G,044-51-33.4300N,161493.4313N,091-29-33.7800W,0329373.7776W,886.6,44,3,044-51-36.2300N,161496.2258N,091-29-29.8500W,0329369.8530W,886.4,400,888.7,P4L,,N,,Y,N,N,ROAD,,D,0,4,140,481L,,,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,8101,8101,8101,7701,,,,,,,,,,22,225,ILS/DME,N,PIR,G,044-52-30.0100N,161550.0140N,091-28-14.2800W,0329294.2843W,913.1,50,3,,,,,,,913.1,P4L,,N,MALSR,N,N,N,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-07-21,3RD PARTY SURVEY,2016-07-21,,,,,3RD PARTY SURVEY,2016-07-21,8101,8101,7301,7301,,,,,,,,,
27286.1*A,ENW,WI,07L/25R,6600,100,CONC-E,GRVD,,HIGH,3RD PARTY SURVEY,2020-11-09,62,73,135,,07L,64,ILS,,PIR,G,042-35-34.8000N,153334.8028N,087-56-30.1800W,0316590.1826W,742.6,55,3,,,,,,,742.6,P4L,,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,,25R,244,,Y,PIR,G,042-36-03.6300N,153363.6277N,087-55-11.0400W,0316511.0411W,707.2,45,3,,,,,,,723,P4L,,,,Y,,,,,D,34,,,,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,
27286.1*A,ENW,WI,07R/25L,3302,75,ASPH-CONC-F,,,MED,3RD PARTY SURVEY,2020-11-09,40,48,,,07R,64,,Y,BSC,G,042-35-27.3700N,153327.3686N,087-55-41.0700W,0316541.0693W,729.3,26,3,,,,,,,729.3,P4L,,N,,,N,N,BLDG,,A(V),23,66,1725,225R,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,,25L,244,,N,BSC,G,042-35-41.7800N,153341.7805N,087-55-01.4700W,0316501.4717W,706.1,24,3,,,,,,,727.8,P4L,,N,,N,N,N,TREES,,A(V),25,52,1500,250R,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,
27286.1*A,ENW,WI,15/33,4440,100,CONC-G,GRVD,,HIGH,3RD PARTY SURVEY,2020-11-09,62,73,135,,15,144,,N,NPI,G,042-36-06.8400N,153366.8369N,087-55-50.4300W,0316550.4288W,716.2,50,4,,,,,,,720.6,V4L,,N,,N,N,N,TREES,,C,22,55,1400,0B,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,,33,324,,N,NPI,G,042-35-31.4800N,153331.4754N,087-55-15.3200W,0316515.3164W,714.9,42,3,,,,,,,720.6,V4L,,N,,N,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2020-11-09,3RD PARTY SURVEY,2020-11-09,,,,,3RD PARTY SURVEY,2020-11-09,,,,,,,,,,,,,
27388.*A,MKE,WI,07R/25L,8300,150,ASPH-CONC-F,GRVD,58 /R/A/W/T,HIGH,3RD PARTY SURVEY,2018-09-19,100,185,350,,07R,72,ILS/DME,N,PIR,G,042-56-20.6700N,154580.6652N,087-55-03.9100W,0316503.9117W,728.4,63,3,,,,,,,728.4,P4L,T,N,MALSR,N,N,N,TREE,,PIR,37,80,3220,305L,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,,,,,3RD PARTY SURVEY,2018-09-19,8300,8300,8012,8012,,,,,,,,,,25L,252,LOC/DME,N,PIR,G,042-56-46.4700N,154606.4730N,087-53-18.0000W,0316398.0003W,669.9,47,3,042-56-45.1300N,154605.1263N,087-53-23.5200W,0316403.5243W,669.4,433,683.1,P4L,R,N,,Y,N,N,POLE,L,C,8,41,456,464L,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,8300,8300,8300,7867,,,,,,,,,
27388.*A,MKE,WI,07L/25R,4797,100,ASPH-CONC-G,GRVD,20 /F/A/X/T,MED,3RD PARTY SURVEY,2018-09-19,30,35,55,,07L,72,,N,NPI,G,042-57-09.8900N,154629.8896N,087-54-19.1100W,0316459.1101W,671.5,39,3,,,,,,,672,P4L,,N,,Y,N,N,TREE,,A(NP),24,44,1298,187R,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,,,,,3RD PARTY SURVEY,2018-09-19,4797,4797,4797,4797,,,,,,,,,,25R,252,,N,NPI,G,042-57-24.8000N,154644.8031N,087-53-17.8900W,0316397.8930W,674.6,42,3,,,,,,,674.6,P4R,,N,,Y,N,N,POLE,L,A(NP),19,77,1727,195R,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,,,,,3RD PARTY SURVEY,2018-09-19,4797,4797,4797,4797,,,,,,,,,
27388.*A,MKE,WI,01R/19L,4182,150,ASPH-CONC-F,,23 /R/B/W/T,MED,3RD PARTY SURVEY,2018-09-19,85,115,180,,01R,7,,N,NPI,G,042-56-21.7700N,154581.7660N,087-53-32.5000W,0316412.5016W,677.7,,,,,,,,,677.7,,,N,,Y,N,N,,,C,50,,,,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,,,,,3RD PARTY SURVEY,2018-09-19,4182,4182,4182,4182,,,,,,,,,,19L,187,,N,NPI,G,042-57-02.7400N,154622.7448N,087-53-25.4900W,0316405.4878W,669.6,,,,,,,,,674.2,,,N,,N,N,N,TREE,,C,33,125,4336,463L,,,3RD PARTY SURVEY,2018-09-19,3RD PARTY SURVEY,2018-09-19,,,,,3RD PARTY SURVEY,2018-09-19,4182,4182,4182,4182,,,,,,,,,
