Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
22727.1*A,MDS,SD,03/21,2380,200,TURF-G,,,,3RD PARTY SURVEY,2011-08-03,,,,,03,34,,N,,,044-00-46.8000N,158446.8023N,097-05-09.2100W,0349509.2051W,1714.7,,,,,,,,,1714.7,,,N,,N,N,N,,,A(V),50,,,,,,3RD PARTY SURVEY,2011-08-03,3RD PARTY SURVEY,2011-08-03,,,,,3RD PARTY SURVEY,2011-08-03,,,,,,,,,,,,,,21,214,,N,,,044-01-06.1500N,158466.1484N,097-04-50.7200W,0349490.7180W,1708.3,,,,,,,,,1714.7,,,N,,N,N,N,,,A(V),50,,,,,,3RD PARTY SURVEY,2011-08-03,3RD PARTY SURVEY,2011-08-03,,,,,3RD PARTY SURVEY,2011-08-03,,,,,,,,,,,,,
22778.*A,1D8,SD,17/35,3500,75,ASPH-CONC-G,,,MED,,,,,,,17,174,,,NPI,G,044-51-40.8100N,161500.8100N,098-31-55.1700W,0354715.1700W,1308.5,40,3,,,,,,,1308.5,P2R,,,,,,,,,A(V),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,354,,,NPI,G,044-51-06.4700N,161466.4700N,098-31-49.6700W,0354709.6700W,1308,36,3,,,,,,,1308,P2L,,,,,,,,,A(V),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22997.*A,M31,TN,18/36,4700,75,ASPH-CONC-F,,,,,,,,,,18,,,Y,BSC,F,,,,,,,,,,,,,,,,,,,,,,TREE,,A(V),12,46,736,171R,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,N,BSC,F,,,,,,,,,,,,,,,,,,,,,,,,A(V),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23103.02*A,NQA,TN,04/22,8000,200,ASPH-CONC-G,GRVD,35 /F/C/W/T,HIGH,3RD PARTY SURVEY,2020-11-30,,,,,04,39,,,PIR,G,035-20-53.1100N,127253.1099N,089-52-43.8700W,0323563.8686W,277.3,77,3,,,,,,,292.2,P4L,,,,N,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2020-11-30,3RD PARTY SURVEY,2020-11-30,,,,,3RD PARTY SURVEY,2020-11-30,,,,,,,,,,,,,,22,219,ILS/DME,Y,PIR,G,035-21-54.6900N,127314.6871N,089-51-43.2200W,0323503.2219W,322.4,67,3,,,,,,,322.4,P4L,,,MALSR,N,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2020-11-30,3RD PARTY SURVEY,2020-11-30,,,,,3RD PARTY SURVEY,2020-11-30,,,,,,,,,,,,,
23233.*A,THA,TN,N/S,2083,100,TURF,,,,3RD PARTY SURVEY,2013-11-05,,,,,N,360,,,,,035-22-38.4700N,127358.4694N,086-14-40.6300W,0310480.6282W,1079.6,,,,,,,,,1079.8,,,,,,,,TREE,,A(V),24,102,2489,179R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,,S,180,,,,,035-22-59.0700N,127379.0660N,086-14-40.7100W,0310480.7072W,1079.8,,,,,,,,,1079.8,,,,,,,,TREE,,A(V),32,68,2159,359R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,
23233.*A,THA,TN,09/27,3130,100,TURF-G,,,,3RD PARTY SURVEY,2020-11-26,,,,,09,89,,Y,BSC,G,035-22-27.1600N,127347.1562N,086-15-20.7500W,0310520.7544W,1077,,,,,,,,,1079.3,,,,,,,,TREE,,A(V),23,45,1041,53L,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,,27,269,,,BSC,G,035-22-27.4700N,127347.4663N,086-14-42.9600W,0310482.9607W,1075.1,,,,,,,,,1079.3,,,,,,,,TREE,,A(V),21,62,1305,146R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,
23233.*A,THA,TN,06/24,5501,100,ASPH-CONC-G,,29 /F/C/X/T,MED,3RD PARTY SURVEY,2020-11-26,49,60,,,06,58,,,NPI,G,035-22-39.8400N,127359.8360N,086-15-20.6600W,0310520.6619W,1083.9,41,3,,,,,,,1084,P2L,,,ODALS,Y,,,TREE,,C,27,38,1253,182R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,,24,238,,,NPI,G,035-23-08.8400N,127388.8351N,086-14-24.4600W,0310464.4573W,1077.7,33,3,035-23-06.2000N,127386.1997N,086-14-29.5700W,0310469.5651W,1080.5,500,1082.2,P2L,,,,Y,,,TREE,,C,20,65,1302,104L,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,
23233.*A,THA,TN,18/36,4205,100,ASPH-CONC-F,,,MED,3RD PARTY SURVEY,2020-11-26,37,,,,18,180,SDF,N,NPI,P,035-23-17.1200N,127397.1218N,086-14-36.8400W,0310476.8412W,1078.8,34,2.95,,,,,,,1082.2,P2L,,,,Y,,,TREE,,C,11,21,769,117R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,,36,0,,N,NPI,P,035-22-35.5400N,127355.5376N,086-14-36.7100W,0310476.7065W,1081.7,42,3,,,,,,,1082.2,P2L,,,,Y,,,TREE,,C,12,70,1054,51R,,,3RD PARTY SURVEY,2020-11-26,3RD PARTY SURVEY,2020-11-26,,,,,3RD PARTY SURVEY,2020-11-26,,,,,,,,,,,,,
23416.*A,BPT,TX,12/30,6750,150,CONC-G,GRVD,37 /R/D/X/U,HIGH,NGS,2004-01-14,90,170,230,,12,121,ILS/DME,N,PIR,G,029-57-19.1100N,107839.1147N,094-01-40.0700W,0338500.0708W,15.2,,,,,,,,,15.4,,T,N,MALSR,,,,TREE,,PIR,18,46,1041,618R,,,NGS,2004-01-14,NGS,2004-01-14,,,,,NGS,2004-01-14,6750,6750,6750,6750,,,,,,,,,,30,301,,N,PIR,G,029-56-44.7400N,107804.7391N,094-00-34.2700W,0338434.2737W,6.6,54,3,,,,,,,12.4,V4L,R,,,Y,,,TREE,,C,20,41,1024,529R,,,NGS,2004-01-14,NGS,2004-01-14,,,,,NGS,2004-01-14,6750,6750,6750,6750,,,,,,,,,
23416.*A,BPT,TX,16/34,5070,150,ASPH-CONC-F,GRVD,26 /R/D/X/U,HIGH,NGS,2004-01-14,70,90,145,,16,166,,N,NPI,G,029-57-28.7600N,107848.7579N,094-01-31.2900W,0338491.2893W,15.1,52,3,,,,,,,15.4,V4L,,,,Y,,,,,C,34,,,,,,NGS,2004-01-14,NGS,2004-01-14,,,,,NGS,2004-01-14,5070,5070,5070,5070,,,,,,,,,,34,346,,N,NPI,G,029-56-40.0700N,107800.0738N,094-01-17.3100W,0338477.3054W,11.6,53,3,,,,,,,15,V4L,,,,Y,,,,,C,50,,,,,,NGS,2004-01-14,NGS,2004-01-14,,,,,NGS,2004-01-14,5070,5070,5070,5070,,,,,,,,,
23635.*A,CLL,TX,11/29,5158,150,ASPH-E,GRVD,14 /F/D/X/T,MED,3RD PARTY SURVEY,2012-07-28,37,49,,,11,109,,N,NPI,G,030-35-29.2900N,110129.2948N,096-22-22.0600W,0346942.0594W,319.4,50,3,,,,,,,319.4,V4L,,,,,,,TREE,,C,24,40,1180,400R,,,3RD PARTY SURVEY,2012-07-28,3RD PARTY SURVEY,2012-07-28,,,,,3RD PARTY SURVEY,2012-07-28,5158,5158,5158,5158,,,,,,,,,,29,289,,N,NPI,G,030-35-12.8600N,110112.8558N,096-21-26.1900W,0346886.1882W,311.4,54,3,,,,,,,313.9,V4L,,,,Y,,,TREE,,C,17,18,500,230L,,,3RD PARTY SURVEY,2012-07-28,3RD PARTY SURVEY,2012-07-28,,,,,3RD PARTY SURVEY,2012-07-28,5158,5158,5158,5158,,,,,,,,,
23635.*A,CLL,TX,17/35,7000,146,ASPH-CONC-E,GRVD,29 /R/D/X/T,HIGH,3RD PARTY SURVEY,2012-07-28,78,94,156,,17,169,,N,PIR,G,030-35-47.9000N,110147.9019N,096-21-46.2800W,0346906.2765W,320.6,51,3,,,,,,,320.6,V4R,,,,,,,TREE,,C,7,42,500,480R,,,3RD PARTY SURVEY,2012-07-28,3RD PARTY SURVEY,2012-07-28,,,,,3RD PARTY SURVEY,2012-07-28,7000,7000,7000,7000,,,,,,,,,,35,349,ILS/DME,N,PIR,G,030-34-39.9200N,110079.9213N,096-21-30.8300W,0346890.8334W,304.3,,,,,,,,,310.6,,,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2012-07-28,3RD PARTY SURVEY,2012-07-28,,,,,3RD PARTY SURVEY,2012-07-28,7000,7000,7000,7000,,,,,,,,,
23658.*A,NGW,TX,13/31,4994,150,ASPH,,7  /F/B/W/T,HIGH,NGS,2013-03-05,,,,,13,135,,,BSC,G,027-42-23.0200N,099743.0180N,097-26-33.9200W,0350793.9210W,29.5,47,3,,,,,,,30,P4R,,,,,,,,,,,,,,,,NGS,2013-03-05,NGS,2013-03-05,,,,,MILITARY,2009-10-30,,,,,,,,,,,,,,31,315,,,BSC,G,027-41-47.9900N,099707.9850N,097-25-54.7200W,0350754.7160W,18.4,50,3,,,,,,,21,P4L,,,,,,,,,,,,,,,,NGS,2013-03-05,NGS,2013-03-05,,,,,MILITARY,2009-10-30,,,,,,,,,,,,,
23658.*A,NGW,TX,18/36,4496,150,ASPH-CONC-G,,12 /F/B/W/T,HIGH,NGS,2013-03-05,,,,,18,180,,,BSC,G,027-42-34.5300N,099754.5320N,097-26-25.7300W,0350785.7250W,29.9,,,,,,,,,30,,,,,,,,,,,,,,,,,NGS,2013-03-05,NGS,2013-03-05,,,,,MILITARY,2009-10-30,,,,,,,,,,,,,,36,0,,,BSC,G,027-41-50.0200N,099710.0180N,097-26-25.8400W,0350785.8360W,21.5,51,3,,,,,,,26,P4L,,,,,,,,,,,,,,,,NGS,2013-03-05,NGS,2013-03-05,,,,,MILITARY,2009-10-30,,,,,,,,,,,,,
23830.*A,ELP,TX,08R/26L,9025,150,ASPH-CONC-F,GRVD,75 /F/B/W/T,HIGH,3RD PARTY SURVEY,2016-06-09,100,180,350,,08R,93,,Y,NPI,G,031-48-07.3500N,114487.3509N,106-23-19.1300W,0382999.1333W,3927.1,75,3,,,,,,,3940.3,P4L,,,,Y,,,,,B(V),20,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,9025,9025,9025,9025,,,,,,,,,,26L,273,,N,NPI,G,031-48-02.1900N,114482.1950N,106-21-34.7500W,0382894.7505W,3961.6,75,3,,,,,,,3961.6,P4R,,,MALSR,,,,,,D,34,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,9025,9025,9025,9025,,,,,,,,,
23830.*A,ELP,TX,04/22,12020,150,ASPH-CONC-F,GRVD,64 /F/B/X/T,HIGH,3RD PARTY SURVEY,2016-06-09,100,180,350,,04,50,LOC/DME,,PIR,G,031-48-05.5600N,114485.5605N,106-23-59.4600W,0383039.4625W,3916.9,55,3,,,,,,,3923.2,P4L,TR,,,Y,,,,,C,34,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,12020,12020,12020,12020,,,,,,,,,,22,230,ILS/DME,Y,PIR,G,031-49-22.0100N,114562.0112N,106-22-12.7800W,0382932.7821W,3949.5,70,3,,,,,,,3949.5,P4R,TR,N,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,12020,12020,12020,12020,,,,,,,,,
23830.*A,ELP,TX,08L/26R,5499,75,CONC-G,GRVD,10 /R/C/W/T,MED,3RD PARTY SURVEY,2016-06-09,60,180,,,08L,93,,,BSC,G,031-48-25.3300N,114505.3326N,106-22-11.3800W,0382931.3796W,3952.6,,,,,,,,,3952.7,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,5499,5499,5499,5499,,,,,,,,,,26R,273,,Y,NPI,G,031-48-22.1800N,114502.1849N,106-21-07.7800W,0382867.7768W,3949.2,,,,,,,,,3949.5,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2016-06-09,3RD PARTY SURVEY,2016-06-09,,,,,3RD PARTY SURVEY,2016-06-09,5499,5499,5499,5499,,,,,,,,,
23849.06*A,71TS,TX,16/34,3153,50,ASPH-CONC,,,,OWNER,2017-04-24,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23882.2*A,GRK,TX,15/33,9997,200,ASPH-CONC-E,,59 /R/B/W/T,HIGH,3RD PARTY SURVEY,2016-03-13,,,,,15,157,ILS,,PIR,G,031-04-47.7000N,111887.7018N,097-50-06.2700W,0352206.2717W,1015.2,53,3,,,,,,,1015.2,P4L,,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-03-13,3RD PARTY SURVEY,2016-03-13,,,,,3RD PARTY SURVEY,2016-03-13,,,,,,,,,,,,,,33,337,ILS/DME,,PIR,G,031-03-16.4000N,111796.3962N,097-49-22.0000W,0352162.0048W,971.4,50,3,031-03-18.1700N,111798.1704N,097-49-22.8600W,0352162.8644W,973.5,194,995,P4L,,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2016-03-13,3RD PARTY SURVEY,2016-03-13,3RD PARTY SURVEY,2016-03-13,3RD PARTY SURVEY,2016-03-13,3RD PARTY SURVEY,2016-03-13,,,,,,,,,,,,,
23887.2*A,4T2,TX,17/35,5943,127,ASPH-CONC-P,,,LOW,3RD PARTY SURVEY,2011-07-25,,,,,17,175,,,NPI,G,032-59-08.7800N,118748.7809N,097-29-35.0500W,0350975.0501W,687.5,,,,,,,,,693,,,,,,,,ANT,,C,15,18,484,250L,,,3RD PARTY SURVEY,2011-07-25,3RD PARTY SURVEY,2011-07-25,,,,,3RD PARTY SURVEY,2011-07-25,,,,,,,,,,,,,,35,355,,,NPI,G,032-58-10.1700N,118690.1675N,097-29-29.4600W,0350969.4642W,660.1,,,,,,,,,674.9,,,,,,,,TREES,,C,20,50,1200,0B,,,3RD PARTY SURVEY,2011-07-25,3RD PARTY SURVEY,2011-07-25,,,,,3RD PARTY SURVEY,2011-07-25,,,,,,,,,,,,,
23915.*A,GLS,TX,18/36,6001,150,CONC-G,,,MED,3RD PARTY SURVEY,2014-01-15,30,45,90,,18,181,,N,NPI,G,029-16-24.6100N,105384.6139N,094-51-32.6500W,0341492.6507W,5.6,44,3,,,,,,,5.6,P4L,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2014-01-15,3RD PARTY SURVEY,2014-01-15,,,,,3RD PARTY SURVEY,2014-01-15,6001,6001,6001,6001,,,,,,,,,,36,1,,N,NPI,G,029-15-25.2100N,105325.2115N,094-51-33.6600W,0341493.6645W,4.6,45,3,,,,,,,4.8,P4L,,,,Y,,,BLDG,,C,23,120,2970,240R,,,3RD PARTY SURVEY,2014-01-15,3RD PARTY SURVEY,2014-01-15,,,,,3RD PARTY SURVEY,2014-01-15,6001,6001,6001,6001,,,,,,,,,
23915.*A,GLS,TX,14/32,6000,150,ASPH-CONC-G,,,HIGH,3RD PARTY SURVEY,2014-01-15,30,45,90,,14,140,ILS,N,PIR,G,029-16-18.1800N,105378.1809N,094-52-03.5300W,0341523.5304W,5.3,52,3,,,,,,,5.3,P4L,,,MALSR,,,,,,PIR,50,,,,,,3RD PARTY SURVEY,2014-01-15,3RD PARTY SURVEY,2014-01-15,,,,,3RD PARTY SURVEY,2014-01-15,6000,6000,6000,6000,,,,,,,,,,32,320,,N,PIR,G,029-15-32.6000N,105332.6029N,094-51-20.0900W,0341480.0903W,4.6,46,3,,,,,,,5,P4L,,,,Y,,,BLDG,,C,28,80,2492,130L,,,3RD PARTY SURVEY,2014-01-15,3RD PARTY SURVEY,2014-01-15,,,,,3RD PARTY SURVEY,2014-01-15,6000,6000,6000,6000,,,,,,,,,
24243.6*A,8XS8,TX,17R/35L,10500,150,ASPH-CONC-G,,,,OWNER,2001-06-12,,,,,17R,,,,BSC,P,033-36-43.8000N,121003.8000N,102-02-49.7200W,0367369.7200W,3326,,,,,,,,,,,,,,,,,,,B(V),,,,,,,FAA OE/AAA,2021-04-02,FAA OE/AAA,2021-04-02,,,,,,,,,,,,,,,,,,,,35L,,,,BSC,P,033-34-59.9300N,120899.9300N,102-02-49.0300W,0367369.0300W,3326,,,,,,,,,,,,,,,,,,,B(V),,,,,,,FAA OE/AAA,2021-04-02,FAA OE/AAA,2021-04-02,,,,,,,,,,,,,,,,,,,
24243.6*A,8XS8,TX,17L/35R,6500,150,ASPH-CONC-F,,,,OWNER,2001-06-12,,,,,17L,,,,BSC,P,033-35-55.9700N,120955.9700N,102-02-15.4100W,0367335.4100W,3338,,,,,,,,,,,,,,,,,,,B(V),,,,,,,FAA OE/AAA,2021-04-02,FAA OE/AAA,2021-04-02,,,,,,,,,,,,,,,,,,,,35R,,,,BSC,P,033-34-51.6700N,120891.6700N,102-02-14.9700W,0367334.9700W,3338,,,,,,,,,,,,,,,,,,,B(V),,,,,,,FAA OE/AAA,2021-04-02,FAA OE/AAA,2021-04-02,,,,,,,,,,,,,,,,,,,
24424.*A,89TS,TX,18/36,5200,75,ASPH-CONC,,,,,,,,,,18,,,,,,031-34-26.2200N,113666.2200N,095-45-55.9600W,0344755.9600W,215.2,,,,,,,,,215.2,,,,,,,,,,,,,,,,,AVN,2012-07-09,AVN,2012-07-09,,,,,,,,,,,,,,,,,,,,36,,,,,,031-33-35.2600N,113615.2600N,095-46-04.0700W,0344764.0700W,209,,,,,,,,,212.6,,,,,,,,,,,,,,,,,AVN,2012-07-09,AVN,2012-07-09,,,,,,,,,,,,,,,,,,,
24537.*A,PIL,TX,08/26,5317,150,CONC-P,,,,3RD PARTY SURVEY,2007-04-03,50,60,110,,08,90,,N,NRS,F,026-09-48.9400N,094188.9384N,097-21-14.9200W,0350474.9176W,12.6,,,,,,,,,17,,,,,,,,FENCE,,B(V),16,8,330,261L,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,3RD PARTY SURVEY,2007-04-03,,,,,,,,,,,,,,26,270,,N,NRS,F,026-09-49.0800N,094189.0785N,097-20-16.5600W,0350416.5629W,16.9,,,,,,,,,18.3,,,,,,,,TREES,,B(V),3,20,269,250R,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,
24537.*A,PIL,TX,03/21,5000,150,ASPH-CONC-P,,,,3RD PARTY SURVEY,2007-04-03,30,45,90,,03,35,,N,NRS,P,026-09-43.0200N,094183.0246N,097-21-17.9000W,0350477.9000W,12.8,,,,,,,,,13.9,,,,,,,,BRUSH,,B(V),35,12,630,0B,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,,21,215,,N,NRS,P,026-10-23.6600N,094223.6636N,097-20-46.5400W,0350446.5445W,11.6,,,,,,,,,14.7,,,,,,,,BRUSH,,B(V),3,5,216,0B,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,
24537.*A,PIL,TX,17/35,4200,75,ASPH-CONC-G,,,,FAA OE/AAA,2016-05-23,30,45,90,,17,180,,N,BSC,G,026-10-31.4200N,094231.4200N,097-20-56.2100W,0350456.2100W,12.6,,,,,,,,,14.7,,,,,,,,,,B(V),50,,,,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,,35,360,,N,BSC,G,026-09-49.8300N,094189.8300N,097-20-56.0800W,0350456.0800W,16,,,,,,,,,16,,,,,,,,TOWER,,B(V),13,273,4000,605L,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,3RD PARTY SURVEY,2007-04-03,,,,,,,,,,,,,
24537.*A,PIL,TX,13/31,8001,200,ASPH-CONC-G,,,MED,3RD PARTY SURVEY,2007-04-03,105,135,230,,13,135,,N,NPI,G,026-10-22.7300N,094222.7265N,097-20-59.5300W,0350459.5342W,13.9,27,2,,,,,,,17.9,P2L,,,,Y,,,,,C,50,,,,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,,31,315,,N,NPI,G,026-09-26.8500N,094166.8468N,097-19-57.2700W,0350397.2711W,18.4,41,3,,,,,,,18.6,P2L,,,,Y,,,,,B(V),50,,,,,,3RD PARTY SURVEY,2007-04-03,3RD PARTY SURVEY,2007-04-03,,,,,AVN,2011-04-11,,,,,,,,,,,,,
24780.*A,GYI,TX,17L/35R,9000,150,ASPH-CONC-G,,,MED,NGS,2009-03-18,75,100,160,,17L,182,ILS,N,PIR,G,033-43-34.7400N,121414.7404N,096-40-21.2400W,0348021.2385W,741.1,48,3,,,,,,,741.4,V4L,,,MALSR,,,,,,PIR,50,,,,,,NGS,2009-03-18,NGS,2009-03-18,,,,,AVN,2011-04-11,,,,,,,,,,,,,,35R,2,,N,PIR,G,033-42-05.7500N,121325.7497N,096-40-24.5500W,0348024.5508W,748.9,51,3,,,,,,,749.3,V4L,,,MALS,,,,,,D,50,,,,,,NGS,2009-03-18,NGS,2009-03-18,,,,,AVN,2011-04-11,,,,,,,,,,,,,
24780.*A,GYI,TX,13/31,2277,60,ASPH-F,,,,NGS,2009-03-18,,,,,13,143,,,BSC,F,033-43-02.1500N,121382.1454N,096-40-42.4900W,0348042.4906W,729.5,,,,,,,,,741.5,,,,,,,,,,A(V),50,,,,,,NGS,2009-03-18,NGS,2009-03-18,,,,,,,,,,,,,,,,,,,,31,323,,,BSC,F,033-42-44.1700N,121364.1698N,096-40-26.2500W,0348026.2500W,741.5,,,,,,,,,741.5,,,,,,,,,,A(V),50,,,,,,NGS,2009-03-18,NGS,2009-03-18,,,,,,,,,,,,,,,,,,,
24780.*A,GYI,TX,17R/35L,4008,100,ASPH-CONC-F,,,,NGS,2018-05-16,,,,,17R,182,,,BSC,G,033-43-11.6200N,121391.6200N,096-40-33.9500W,0348033.9500W,738,,,,,,,,,738,,,,,,,,,,A(V),,,,,,,NGS,2018-05-16,NGS,2018-05-16,,,,,NGS,2018-05-16,,,,,,,,,,,,,,35L,2,,,BSC,G,033-42-31.9900N,121351.9870N,096-40-35.4100W,0348035.4100W,746,,,,,,,,,746,,,,,,,,,,A(V),,,,,,,NGS,2018-05-16,NGS,2018-05-16,,,,,NGS,2018-05-16,,,,,,,,,,,,,
24925.01*A,43TS,TX,17/35,3462,50,ASPH-CONC,,,,ADO,2021-07-21,,,,,17,,,,,,028-28-44.4600N,102524.4600N,098-35-03.9600W,0354903.9600W,253,,,,,,,,,,,,,,,,,,,A(V),,,,,,,ADO,2021-07-21,ADO,2021-07-21,,,,,,,,,,,,,,,,,,,,35,,,,,,028-28-10.4000N,102490.4000N,098-34-59.5300W,0354899.5300W,269,,,,,,,,,,,,,,,,,,,A(V),,,,,,,ADO,2021-07-21,ADO,2021-07-21,,,,,,,,,,,,,,,,,,,
